latitude,longitude,depth_m,substrate,habitat
24.33195,-77.68746,3,Sand & seagrass,Channel
24.5867,-77.69345,4,Sand & seagrass,Back reef
24.5867,-77.69345,4,Sand & seagrass,Back reef
24.5867,-77.69345,4,Sand & seagrass,Back reef
24.5867,-77.69345,4,Sand & seagrass,Back reef
24.54883,-77.63503,1100,Pelagic,Pelagic
24.4105,-77.79701,5,Seagrass & Silt,Channel
24.43573,-77.70523,3,Sand & seagrass,Channel
24.33166,-77.68358,3,Sand & seagrass,Channel
24.42868,-77.70989,3,Patch reef,Back reef
24.54883,-77.63503,1100,Pelagic,Pelagic
24.5867,-77.69345,5,Patch reef,Back reef
24.5867,-77.69345,5,Patch reef,Back reef
24.54883,-77.63503,1100,Pelagic,Pelagic
24.42868,-77.70989,4,Patch reef,Channel
24.58891,-77.68858,5.7,Sand & Rock,Back reef
24.71751,-77.80446,1.8,Sand,Channel
24.43936,-77.71518,2.7,Sand & seagrass,Flats
24.43856,-77.7143,3.4,Sand & seagrass,Flats
24.43803,-77.7104,3.4,Sand & octocorals,Flats
24.43745,-77.70825,2.7,Sand & seagrass,Flats
24.43678,-77.7056,3,Sand & seagrass,Flats
24.43936,-77.71518,2.7,Sand & seagrass,Flats
24.43856,-77.7143,3.4,Sand & seagrass,Flats
24.43803,-77.7104,4,Sand & octocorals,Flats
24.43745,-77.70825,3,Sand & seagrass,Flats
24.43678,-77.7056,4,Sand & seagrass,Flats
24.45567,-77.72871,2.4,Sand & seagrass,Flats
24.4533,-77.72861,2.8,Sand & seagrass,Flats
24.45004,-77.72874,2.4,Sand & seagrass,Flats
24.44659,-77.72935,2.7,Sand & seagrass,Flats
24.44368,-77.72961,3,Sand & seagrass,Flats
24.45567,-77.72871,2.2,Sand & seagrass,Flats
24.4533,-77.72861,2.3,Sand & seagrass,Flats
24.45004,-77.72874,2.4,Sand & seagrass,Flats
24.44659,-77.72935,2.2,Sand & seagrass,Flats
24.44368,-77.72961,2.6,Sand & seagrass,Flats
24.45567,-77.72871,2.1,Sand & seagrass,Flats
24.4533,-77.72861,2.3,Sand & seagrass,Flats
24.45004,-77.72874,2.3,Sand & seagrass,Flats
24.44659,-77.72935,2.2,Sand & seagrass,Flats
24.44368,-77.72961,2.5,Sand & seagrass,Flats
24.49825,-77.70164,2.8,Sand & seagrass,Back reef
24.49826,-77.70461,2.6,Sand & seagrass,Flats
24.49826,-77.70982,2.6,Sand & seagrass,Flats
24.49849,-77.71199,2.7,Sand & seagrass,Flats
24.4982,-77.7147,2.4,Sand & seagrass,Flats
24.49825,-77.70164,2.5,Sand & seagrass,Back reef
24.49826,-77.70461,2.3,Sand & seagrass,Flats
24.49826,-77.70982,2.5,Sand & seagrass,Flats
24.49849,-77.71199,3.4,Sand & seagrass,Flats
24.4982,-77.7147,2.1,Sand & seagrass,Flats
24.49825,-77.70164,2.5,Sand & seagrass,Back reef
24.49826,-77.70461,2.5,Sand & seagrass,Flats
24.49826,-77.70982,2.5,Sand & seagrass,Flats
24.49849,-77.71199,2.7,Sand & seagrass,Flats
24.4982,-77.7147,2.1,Sand & seagrass,Flats
24.40769,-77.74472,0.2,Sand & seagrass,Flats
24.40769,-77.74472,0.8,Sand & seagrass,Flats
24.40769,-77.74472,0.7,Sand & seagrass,Flats
24.40882,-77.74168,1.5,Sand & seagrass,Channel
24.40727,-77.74744,1.8,Sand & seagrass,Flats
24.40511,-77.7481,13,Sand & seagrass,Flats
24.40769,-77.74472,0.2,Sand & seagrass,Flats
24.40882,-77.74168,1.7,Sand & seagrass,Flats
24.40727,-77.74744,1.5,Sand & seagrass,Channel
24.40769,-77.74472,0.2,Sand & seagrass,Flats
24.40511,-77.7481,1,Sand & seagrass,Flats
24.40882,-77.74168,1.6,Sand & seagrass,Channel
24.41538,-77.78814,4.6,Silt,Flats
24.41371,-77.79118,4.9,Silt,Flats
24.41247,-77.79342,5.8,Silt,Flats
24.41081,-77.79616,4.5,Silt,Flats
24.40973,-77.79861,4.7,Silt,Flats
24.40849,-77.80079,2.3,Silt,Flats
24.41538,-77.78814,4.8,Silt,Flats
24.41371,-77.79118,5.3,Silt,Flats
24.41247,-77.79342,5.5,Silt,Flats
24.41081,-77.79616,5.2,Silt,Channel
24.40973,-77.79861,4.9,Silt,Flats
24.40849,-77.80079,2,Silt,Channel
24.41538,-77.78814,5.2,Silt,Flats
24.41371,-77.79118,5.8,Silt,Flats
24.41247,-77.79342,4.7,Silt,Channel
24.41081,-77.79616,5.2,Silt,Flats
24.40973,-77.79861,3,Silt,Flats
24.40849,-77.80079,2,Silt,Flats
24.41538,-77.78814,4.9,Silt,Channel
24.41371,-77.79118,5,Silt,Flats
24.41247,-77.79342,4.7,Silt,Flats
24.48464,-77.72151,1.6,Sand & seagrass,Flats
24.48306,-77.72273,1.8,Sand & seagrass,Flats
24.48182,-77.72454,1.3,Sand & seagrass,Flats
24.48087,-77.72562,2.2,Sand & seagrass,Flats
24.47983,-77.72736,1.6,Sand & seagrass,Flats
24.48464,-77.72151,1.7,Sand & seagrass,Flats
24.48306,-77.72273,1.7,Sand & seagrass,Flats
24.48182,-77.72454,1.5,Sand & seagrass,Flats
24.48087,-77.72562,1.7,Sand & seagrass,Flats
24.47983,-77.72736,1.8,Sand & seagrass,Flats
24.53158,-77.6957,2.5,Sand,Back reef
24.53436,-77.69476,2.3,Sand,Back reef
24.53766,-77.69399,2.6,Sand,Back reef
24.54011,-77.69266,2.7,Sand,Back reef
24.54313,-77.69164,2.6,Sand,Back reef
24.54559,-77.69151,2.7,Sand & seagrass,Back reef
24.53158,-77.6957,2.6,Sand,Back reef
24.53436,-77.69476,2.4,Sand,Back reef
24.53766,-77.69399,2.7,Sand,Back reef
24.54011,-77.69266,2.8,Sand,Back reef
24.54313,-77.69164,2.8,Sand,Back reef
24.54559,-77.69151,2.6,Sand & seagrass,Back reef
24.53158,-77.6957,2.4,Sand,Back reef
24.53436,-77.69476,2.6,Sand,Back reef
24.53766,-77.69399,2.7,Sand,Back reef
24.54011,-77.69266,3,Sand,Back reef
24.54313,-77.69164,3.2,Sand,Back reef
24.54559,-77.69151,2.7,Sand & seagrass,Back reef
24.54883,-77.63503,1100,Pelagic,Pelagic
24.54883,-77.63503,1100,Pelagic,Pelagic
24.54883,-77.63503,1100,Pelagic,Pelagic
24.54883,-77.63503,1100,Pelagic,Pelagic
24.58598,-77.69329,2.9,Sand & seagrass,Back reef
24.58334,-77.69523,2.7,Sand & seagrass,Back reef
24.58052,-77.69244,2.6,Sand & seagrass,Back reef
24.57803,-77.69215,3.7,Sand & seagrass,Back reef
24.57516,-77.69426,2.8,Sand,Back reef
24.58598,-77.69329,2.9,Sand,Back reef
24.58334,-77.69523,2.7,Sand & seagrass,Back reef
24.58052,-77.69244,2.4,Sand & seagrass,Back reef
24.57803,-77.69215,3.7,Sand & seagrass,Back reef
24.57516,-77.69426,2.7,Sand,Back reef
24.58598,-77.69329,2.6,Sand & seagrass,Back reef
24.58334,-77.69523,2.3,Sand & seagrass,Back reef
24.58052,-77.69244,2.3,Sand & seagrass,Back reef
24.57803,-77.69215,3.5,Sand & seagrass,Back reef
24.57516,-77.69426,2.6,Sand,Back reef
24.58598,-77.69329,3.5,Sand,Back reef
24.58334,-77.69523,2.4,Sand & seagrass,Back reef
24.58052,-77.69244,2.5,Sand & seagrass,Back reef
24.57803,-77.69215,3.8,Sand & seagrass,Back reef
24.57516,-77.69426,2.7,Sand,Back reef
24.43652,-77.6961,11.9,Patch reef,Fore reef
24.43461,-77.69507,15.2,Patch reef,Fore reef
24.43187,-77.69415,14.8,Patch reef,Fore reef
24.43038,-77.69389,12.4,Patch reef,Fore reef
24.42913,-77.69454,10.3,Patch reef,Fore reef
24.43652,-77.6961,12.9,Patch reef,Fore reef
24.43461,-77.69507,15.1,Patch reef,Fore reef
24.43187,-77.69415,14.4,Patch reef,Fore reef
24.43038,-77.69389,13,Patch reef,Fore reef
24.42913,-77.69454,10.2,Patch reef,Fore reef
24.43652,-77.6961,14.2,Patch reef,Fore reef
24.43461,-77.69507,15.8,Patch reef,Fore reef
24.43187,-77.69415,14.4,Patch reef,Fore reef
24.43038,-77.69389,13,Patch reef,Fore reef
24.42913,-77.69454,10,Patch reef,Fore reef
24.43652,-77.6961,13.4,Patch reef,Fore reef
24.43461,-77.69507,15.5,Patch reef,Fore reef
24.43187,-77.69415,15.8,Patch reef,Fore reef
24.43038,-77.69389,14.8,Patch reef,Fore reef
24.49312,-77.69807,16.5,Reef,Fore reef
24.49446,-77.69758,16.2,Reef,Fore reef
24.49638,-77.69757,16.2,Reef,Fore reef
24.4978,-77.69717,16.8,Reef,Fore reef
24.49939,-77.69817,7.3,Reef,Fore reef
24.49312,-77.69807,17.4,Reef,Fore reef
24.49446,-77.69758,19.8,Reef,Fore reef
24.49638,-77.69757,18.3,Reef,Fore reef
24.4978,-77.69717,17.3,Reef,Fore reef
24.49939,-77.69817,7.3,Reef,Fore reef
24.49312,-77.69807,19.5,Reef,Fore reef
24.49446,-77.69758,18.9,Reef,Fore reef
24.49638,-77.69757,20.4,Reef,Fore reef
24.54883,-77.63503,1100,Pelagic,Pelagic
24.54883,-77.63503,1100,Pelagic,Pelagic
24.54883,-77.63503,1100,Pelagic,Pelagic
24.49825,-77.70291,3,Seagrass,Back reef
24.54765,-77.68707,4,Patch reef,Back reef
24.54137,-77.68983,2.5,Patch reef,Back reef
24.54765,-77.68707,2.5,Patch reef,Back reef
24.5456,-77.68846,3,Patch reef,Back reef
24.54437,-77.68923,2.5,Patch reef,Back reef
24.54883,-77.63503,1100,Pelagic,Pelagic
24.54883,-77.63503,1100,Pelagic,Pelagic
24.54883,-77.63503,1100,Pelagic,Pelagic
24.42586,-77.77375,3.2,Silt,Flats
24.42613,-77.77651,2.5,Silt,Flats
24.42604,-77.77074,2.9,Silt,Flats
24.4251,-77.77424,2.9,Silt,Flats
24.42586,-77.77375,4.3,Silt,Flats
24.42613,-77.77654,2.7,Silt,Channel
24.4251,-77.77424,3.4,Silt,Flats
24.42604,-77.77074,3.3,Silt,Channel
24.44995,-77.75291,1.9,Sand,Flats
24.44719,-77.75375,2.5,Sand,Flats
24.44402,-77.75644,2.7,Sand,Flats
24.4413,-77.75998,2.5,Sand,Flats
24.43828,-77.78157,2.2,Sand,Flats
24.44995,-77.75291,1.7,Sand,Flats
24.44719,-77.75375,2.2,Sand,Flats
24.44402,-77.75644,2.3,Sand,Flats
24.4413,-77.75998,2.3,Sand,Flats
24.43828,-77.78157,2,Sand,Flats
24.44995,-77.75291,1.6,Sand,Flats
24.44719,-77.75375,2.6,Sand,Flats
24.44402,-77.75644,2.4,Sand,Flats
24.4413,-77.75998,2.1,Sand,Flats
24.4372,-77.72587,2.6,Sand & seagrass,Flats
24.43721,-77.72334,2.6,Sand,Flats
24.43644,-77.72048,2.6,Sand,Flats
24.43658,-77.71799,2.4,Sand,Flats
24.43707,-77.71519,2.5,Sand & coral,Flats
24.4372,-77.72587,2.5,Sand,Flats
24.43721,-77.72334,2.6,Sand,Flats
24.43644,-77.72048,2.6,Sand,Flats
24.43658,-77.71799,2.5,Sand,Flats
24.43707,-77.71519,2.3,Sand & coral,Flats
24.4372,-77.72587,2.6,Sand,Flats
24.43721,-77.72334,3,Sand,Flats
24.43644,-77.72048,2.9,Sand,Flats
24.43658,-77.71799,2.9,Sand,Flats
24.43707,-77.71519,2.8,Sand & coral,Flats
24.54883,-77.63503,1100,Pelagic,Pelagic
24.54883,-77.63503,1100,Pelagic,Pelagic
24.54883,-77.63503,1100,Pelagic,Pelagic
24.52777,-77.69699,2.5,Sand,Back reef
24.53046,-77.69562,2.4,Sand,Back reef
24.53357,-77.69505,2.3,Sand,Back reef
24.53606,-77.69399,2.7,Sand,Back reef
24.53897,-77.6927,2.7,Sand,Back reef
24.53046,-77.69562,2.3,Patch reef,Back reef
24.53357,-77.69505,2.7,Sand,Back reef
24.53606,-77.69399,2.7,Sand,Back reef
24.53897,-77.6927,3,Sand,Back reef
24.52777,-77.69699,2.7,Patch reef,Back reef
24.53046,-77.69562,2.7,Sand,Back reef
24.53357,-77.69505,2.7,Sand,Back reef
24.53606,-77.69399,3,Sand,Back reef
24.53897,-77.6927,3,Sand,Back reef
24.52777,-77.69699,3.3,Sand,Back reef
24.54883,-77.63503,1100,Pelagic,Pelagic
24.54883,-77.63503,1100,Pelagic,Pelagic
24.54883,-77.63503,1100,Pelagic,Pelagic
24.54883,-77.63503,1100,Pelagic,Pelagic
24.58521,-77.69386,2.9,Sand,Back reef
24.57975,-77.69559,3.6,Sand,Back reef
24.57802,-77.69701,2.7,Patch reef,Back reef
24.57581,-77.69846,3.3,Sand,Back reef
24.57355,-77.69958,3.1,Patch reef,Back reef
24.58521,-77.69386,2.5,Sand,Back reef
24.57975,-77.69559,3.4,Sand,Back reef
24.57802,-77.69701,2.7,Sand,Back reef
24.57581,-77.69846,3.2,Sand,Back reef
24.57358,-77.69958,2.9,Sand,Back reef
24.585215,-77.69386,2.5,Patch reef,Back reef
24.57975,-77.69559,3.4,Sand,Back reef
24.57802,-77.69701,2.7,Sand,Back reef
24.57581,-77.69846,3.1,Sand,Back reef
24.57355,-77.69958,3,Patch reef,Back reef
24.58521,-77.69386,3.1,Sand,Back reef
24.57975,-77.69559,3.5,Sand,Back reef
24.57802,-77.69701,2.9,Sand,Back reef
24.57581,-77.69846,3.1,Sand,Back reef
24.57358,-77.69958,3,Sand,Back reef
24.43039,-77.71516,3.4,Patch reef,Back reef
24.43263,-77.71413,3.3,Patch reef,Back reef
24.43492,-77.71406,2,Patch reef,Back reef
24.43701,-77.71474,2.4,Patch reef,Back reef
24.43915,-77.71355,3.7,Patch reef,Back reef
24.43039,-77.71516,3.4,Patch reef,Back reef
24.43263,-77.71413,2.9,Patch reef,Back reef
24.43263,-77.71413,3,Patch reef,Back reef
24.43492,-77.71406,2,Patch reef,Back reef
24.43701,-77.71474,2.6,Patch reef,Back reef
24.43915,-77.71355,3.2,Patch reef,Back reef
24.43263,-77.71413,2.9,Patch reef,Back reef
24.43492,-77.71406,1.8,Patch reef,Back reef
24.43701,-77.71474,2.1,Patch reef,Back reef
24.45608,-77.73463,1.6,Sand & Rock,Flats
24.45371,-77.73323,1.7,Sand & Rock,Flats
24.45197,-77.73195,1.8,Sand & Rock,Flats
24.44987,-77.73096,2.1,Sand & Rock,Flats
24.44819,-77.72935,2.2,Sand & Rock,Flats
24.45608,-77.73463,1.7,Sand & Rock,Flats
24.45371,-77.73323,2,Sand & Rock,Flats
24.45197,-77.73195,1.9,Sand & Rock,Flats
24.44987,-77.73096,2.1,Sand & Rock,Flats
24.44819,-77.72935,2.3,Sand & Rock,Flats
24.45608,-77.73463,2,Sand & Rock,Flats
24.45371,-77.73323,2.1,Sand & Rock,Flats
24.45197,-77.73195,2.1,Sand & Rock,Flats
24.44987,-77.73096,2.3,Sand & Rock,Flats
24.44819,-77.72935,2.4,Sand & Rock,Flats
24.45608,-77.73463,1.8,Sand & Rock,Flats
24.45371,-77.73323,2.2,Sand & Rock,Flats
24.45608,-77.73463,2,Sand & Rock,Flats
24.44819,-77.72935,2.6,Sand & Rock,Flats
24.44987,-77.73096,2.3,Sand & Rock,Flats
24.45608,-77.73463,1.7,Sand & Rock,Flats
24.45371,-77.73323,2.2,Sand & Rock,Flats
24.45197,-77.73195,2,Sand & Rock,Flats
24.44013,-77.69554,15.6,Reef,Fore reef
24.44324,-77.6956,12.1,Reef,Fore reef
24.44707,-77.69515,17.2,Reef,Fore reef
24.45022,-77.69508,19.5,Reef,Fore reef
24.45329,-77.69505,18.6,Reef,Fore reef
24.44013,-77.69554,16.4,Reef,Fore reef
24.44324,-77.6956,12.4,Reef,Fore reef
24.44707,-77.69515,17,Patch reef,Fore reef
24.45022,-77.69508,20.7,Reef,Fore reef
24.45329,-77.69505,19.2,Patch reef,Fore reef
24.44013,-77.69554,17,Reef,Fore reef
24.44324,-77.6956,13,Patch reef,Fore reef
24.44707,-77.69515,18.4,Reef,Fore reef
24.45022,-77.69508,20.4,Reef,Fore reef
24.45329,-77.69505,19.5,Patch reef,Fore reef
24.44013,-77.69554,20.6,Reef,Fore reef
24.44324,-77.6956,15.2,Reef,Fore reef
24.44707,-77.69515,19.3,Reef,Fore reef
24.45022,-77.69508,20.2,Reef,Fore reef
24.45329,-77.69505,18.9,Reef,Fore reef
24.53255,-77.69442,2.8,Sand,Back reef
24.5355,-77.69442,3.5,Sand,Back reef
24.53856,-77.69344,3.5,Sand,Back reef
24.34059,-77.66905,5.3,Reef,Back reef
24.33794,-77.67108,4,Patch reef,Back reef
24.33042,-77.66947,4.8,Reef,Back reef
24.33042,-77.66947,4.8,Reef,Back reef
24.34059,-77.66905,5.3,Reef,Back reef
24.34087,-77.66943,3.2,Reef,Back reef
24.33042,-77.66947,4.8,Reef,Back reef
24.34059,-77.66905,5.3,Reef,Back reef
24.34087,-77.66943,3,Patch reef,Back reef
24.34059,-77.66905,5.3,Reef,Back reef
24.33842,-77.66905,5,Patch reef,Back reef
24.42645,-77.76377,6,Seagrass & Silt,Blue Hole
24.45912,-77.7348,0.4,Sand & mud,Flats
24.45912,-77.7348,0.7,Sand & mud,Flats
24.687,-77.7554,0.3,Sand,Flats
24.687,-77.7554,0.3,Sand,Flats
24.68644,-77.75537,0.5,Sand,Flats
24.45405,-77.72928,2.2,Sand & seagrass,Flats
24.45478,-77.72537,2.2,Sand,Flats
24.45457,-77.7207,1.7,Sand,Flats
24.45567,-77.71513,3,Sand,Flats
24.45697,-77.7098,3.2,Sand,Flats
24.45405,-77.72928,2.1,Sand & seagrass,Flats
24.45478,-77.72537,2.4,Sand,Flats
24.45457,-77.7207,2.3,Sand,Flats
24.45567,-77.71513,3.2,Sand,Flats
24.45697,-77.7098,3.2,Sand,Flats
24.45405,-77.72928,2.2,Sand & seagrass,Flats
24.45478,-77.72537,2.4,Sand,Flats
24.45457,-77.7207,2.4,Sand,Flats
24.45567,-77.71513,3.2,Sand,Flats
24.45697,-77.7098,3.7,Sand,Channel
24.45405,-77.72928,2.2,Sand & seagrass,Flats
24.45478,-77.72537,2.6,Sand,Flats
24.45457,-77.7207,2.5,Sand,Flats
24.45567,-77.71513,2.8,Sand,Channel
24.45697,-77.7098,3.9,Sand,Flats
24.5831,-77.6954,2.7,Sand,Back reef
24.58632,-77.69672,3.3,Sand,Back reef
24.58965,-77.69703,3,Sand,Back reef
24.59305,-77.69748,2.8,Sand,Back reef
24.59558,-77.69953,2.9,Sand,Back reef
24.58297,-77.69582,2.7,Patch reef,Back reef
24.58555,-77.69707,3.2,Sand,Back reef
24.59308,-77.69737,2.7,Sand,Back reef
24.59308,-77.69737,3,Sand,Back reef
24.59558,-77.69953,2.7,Sand,Back reef
24.58297,-77.69582,2.1,Patch reef,Back reef
24.58555,-77.69707,2.6,Patch reef,Back reef
24.59308,-77.69737,2.3,Sand,Back reef
24.59308,-77.69737,2,Patch reef,Back reef
24.59558,-77.69953,2.3,Sand,Back reef
24.58297,-77.69582,1.6,Patch reef,Back reef
24.58555,-77.69707,2.3,Sand,Back reef
24.59308,-77.69737,2.2,Sand,Back reef
24.59308,-77.69737,1.9,Sand,Back reef
24.59558,-77.69953,2,Sand,Back reef
24.58297,-77.69582,1.7,Patch reef,Back reef
24.58555,-77.69707,2.2,Sand,Back reef
24.59308,-77.69737,2.2,Sand,Back reef
24.59308,-77.69737,2,Sand,Back reef
24.59558,-77.69953,1.8,Sand,Back reef
24.54883,-77.63503,1100,Pelagic,Pelagic
24.54883,-77.63503,1100,Pelagic,Pelagic
24.54883,-77.63503,1100,Pelagic,Pelagic
24.49815,-77.70462,2.7,Patch reef,Back reef
24.4958,-77.7034,3.2,Sand & coral,Back reef
24.49317,-77.70267,2.9,Sand & coral,Back reef
24.48972,-77.70265,2.6,Sand & coral,Back reef
24.48705,-77.70243,2.4,Sand & coral,Back reef
24.4958,-77.7034,3,Patch reef,Back reef
24.4958,-77.7034,2.5,Patch reef,Back reef
24.49815,-77.70462,2.3,Sand & coral,Back reef
24.49317,-77.70267,2.8,Sand & coral,Back reef
24.48972,-77.70265,2.1,Sand & coral,Back reef
24.48705,-77.70243,2.1,Patch reef,Back reef
24.4958,-77.7034,2.6,Patch reef,Back reef
24.49815,-77.70462,2.4,Sand & coral,Back reef
24.49317,-77.70267,2.8,Sand & coral,Back reef
24.48972,-77.70265,1.5,Sand & coral,Back reef
24.48705,-77.70243,2.2,Patch reef,Back reef
24.43545,-77.69933,6.6,Sand & coral,Fore reef
24.43677,-77.70105,5.5,Sand & coral,Fore reef
24.43545,-77.69933,6.6,Sand & coral,Back reef
24.43677,-77.70105,5.6,Sand & coral,Back reef
24.43545,-77.69933,7,Sand & coral,Fore reef
24.43677,-77.70105,5.3,Sand & coral,Back reef
24.43677,-77.70105,5.5,Sand & coral,Fore reef
24.43545,-77.69933,6.2,Sand & coral,Fore reef
24.43383,-77.69652,12,Sand & coral,Fore reef
24.43677,-77.70105,5.3,Sand & coral,Fore reef
24.43545,-77.69933,6.2,Sand & coral,Fore reef
24.43085,-77.6966,8,Sand & coral,Fore reef
24.42892,-77.69518,10,Sand & coral,Fore reef
24.43677,-77.70105,5.3,Sand & coral,Fore reef
24.43545,-77.69933,6.6,Sand & coral,Fore reef
24.43383,-77.69652,10.3,Sand & coral,Fore reef
24.43085,-77.6966,10,Sand & coral,Fore reef
24.42892,-77.69518,9.5,Sand & coral,Fore reef
24.43383,-77.69652,10.3,Sand & coral,Fore reef
24.43677,-77.70105,5.3,Sand & coral,Fore reef
24.43545,-77.69933,6.6,Sand & coral,Fore reef
