latitude,longitude,depth_m,substrate,habitat
24.52809,-77.69783,3,Sand & seagrass,Back reef
24.52988,-77.69695,2.9,Sand & seagrass,Back reef
24.53185,-77.6962,3,Sand & seagrass,Back reef
24.53616,-77.69376,3,Sand & seagrass,Back reef
24.52809,-77.69783,3,Sand & seagrass,Back reef
24.52988,-77.69695,2.6,Sand & seagrass,Back reef
24.53185,-77.6962,2.9,Sand & seagrass,Back reef
24.53355,-77.69488,2.8,Sand & seagrass,Back reef
26.90566,-79.9699,50,Pelagic,Pelagic
26.90566,-79.9699,50,Pelagic,Pelagic
26.90566,-79.9699,50,Pelagic,Pelagic
26.90566,-79.9699,50,Pelagic,Pelagic
26.90566,-79.9699,50,Pelagic,Pelagic
26.90566,-79.9699,50,Pelagic,Pelagic
26.90566,-79.9699,50,Pelagic,Pelagic
26.90566,-79.9699,50,Pelagic,Pelagic
26.90566,-79.9699,50,Pelagic,Pelagic
24.49774,-77.70568,2.4,Sand,Back reef
24.49,-77.70869,3,Sand,Back reef
24.49369,-77.7057,3,Sand,Back reef
24.49774,-77.70568,3.3,Sand,Back reef
24.49774,-77.70568,2.2,Sand,Back reef
24.49,-77.70869,3.2,Sand,Back reef
24.49369,-77.7057,3.3,Sand,Back reef
24.49369,-77.7057,3.5,Sand,Back reef
24.49774,-77.70568,2.2,Sand,Back reef
24.49369,-77.7057,3.3,Sand,Back reef
24.49,-77.70869,3,Sand,Back reef
24.49774,-77.70568,3.4,Sand,Back reef
24.49369,-77.7057,2.2,Sand,Back reef
24.49,-77.70869,2.9,Sand,Back reef
24.57845,-77.69319,2.2,Sand & seagrass,Back reef
24.58036,-77.6934,2.7,Sand & patch reef,Back reef
24.5823,-77.69397,2.6,Sand & seagrass,Back reef
24.58465,-77.69494,3,Sand & patch reef,Back reef
24.58713,-77.69433,3.6,Sand & patch reef,Back reef
24.58036,-77.6934,2.8,Sand & seagrass,Back reef
24.5823,-77.69397,2.5,Sand & patch reef,Back reef
24.57845,-77.69319,3.3,Sand & seagrass,Back reef
24.58465,-77.69494,3.1,Sand & patch reef,Back reef
24.58713,-77.69433,3.7,Sand & patch reef,Back reef
24.58713,-77.69433,3.1,Sand & seagrass,Back reef
24.5823,-77.69397,2.1,Sand & patch reef,Back reef
24.58465,-77.69494,3,Sand & patch reef,Back reef
24.57845,-77.69319,3.3,Sand & patch reef,Back reef
24.58036,-77.6934,2,Sand & patch reef,Back reef
24.58465,-77.69494,3,Sand & seagrass,Back reef
24.58713,-77.69433,3,Sand & seagrass,Back reef
24.5823,-77.69397,2.2,Sand & patch reef,Back reef
24.57845,-77.69319,2.6,Sand & patch reef,Back reef
24.58036,-77.6934,1.6,Sand & patch reef,Back reef
24.5823,-77.69397,2.2,Sand & patch reef,Back reef
24.58465,-77.69494,1.8,Sand & seagrass,Back reef
24.58713,-77.69433,2.2,Sand & patch reef,Back reef
24.57845,-77.69319,2.7,Sand & patch reef,Back reef
24.58036,-77.6934,1.7,Sand & patch reef,Back reef
24.5823,-77.69397,2,Sand & patch reef,Back reef
24.58713,-77.69433,2.4,Sand & patch reef,Back reef
24.49428,-77.70491,2,Sand & patch reef,Back reef
24.4936,-77.70493,2.5,Sand & patch reef,Back reef
24.49712,-77.70525,3,Sand & patch reef,Back reef
24.49829,-77.70541,3.1,Sand & patch reef,Back reef
24.49891,-77.70611,2.6,Sand & patch reef,Back reef
24.49428,-77.70491,2.4,Sand & patch reef,Back reef
24.4936,-77.70493,2.9,Sand & patch reef,Back reef
24.49712,-77.70525,2.6,Sand & patch reef,Back reef
24.49829,-77.70541,2.4,Sand & patch reef,Back reef
24.49891,-77.70611,1.8,Sand & patch reef,Back reef
24.49428,-77.70491,1.8,Sand & patch reef,Back reef
24.4936,-77.70493,2.9,Sand & patch reef,Back reef
24.49712,-77.70525,3,Sand & patch reef,Back reef
24.49829,-77.70541,2.3,Sand & patch reef,Back reef
24.49891,-77.70611,2.7,Sand & patch reef,Back reef
24.4949,-77.70369,2.7,Sand & patch reef,Back reef
24.49712,-77.70525,2.2,Sand & patch reef,Back reef
24.49639,-77.70448,2.5,Sand & patch reef,Back reef
24.49829,-77.70541,1.8,Sand & patch reef,Back reef
24.49891,-77.70611,2.9,Sand & patch reef,Back reef
24.4949,-77.70369,2.4,Sand & patch reef,Back reef
24.49725,-77.70441,2.8,Sand & patch reef,Back reef
24.49639,-77.70448,2.4,Sand & patch reef,Back reef
24.49829,-77.70541,1.9,Sand & patch reef,Back reef
24.4949,-77.70369,2.6,Sand & patch reef,Back reef
24.49829,-77.70541,2.7,Sand & patch reef,Back reef
24.49891,-77.70611,2.6,Sand & patch reef,Back reef
24.49829,-77.70541,2.8,Sand & patch reef,Back reef
24.49639,-77.70448,2.1,Sand & patch reef,Back reef
24.49639,-77.70448,2.7,Sand & patch reef,Back reef
24.4949,-77.70369,2,Sand & patch reef,Back reef
24.49725,-77.70441,2.5,Sand & patch reef,Back reef
24.49829,-77.70541,2.7,Sand & patch reef,Back reef
24.49639,-77.70448,2.4,Sand & patch reef,Back reef
24.48506,-77.70914,3.93292682926829,Sand & patch reef,Back reef
24.48631,-77.70941,3.75,Sand & patch reef,Back reef
24.48783,-77.71052,3.59756097560976,Sand & patch reef,Back reef
24.4892,-77.71117,3.20121951219512,Sand & patch reef,Back reef
24.49091,-77.71157,2.9,Sand & patch reef,Back reef
24.48506,-77.70914,3.62804878048781,Sand & patch reef,Back reef
24.48631,-77.70941,3.50609756097561,Sand & patch reef,Back reef
24.48783,-77.71052,4.26829268292683,Sand & patch reef,Back reef
24.4892,-77.71117,3.04878048780488,Sand & patch reef,Back reef
24.49091,-77.71157,3.07926829268293,Sand & patch reef,Back reef
24.4892,-77.71117,3.44512195121951,Sand & patch reef,Back reef
24.49107,-77.71211,3.3,Sand & patch reef,Back reef
24.48506,-77.70914,3.78048780487805,Sand & patch reef,Back reef
24.48631,-77.70941,3.8109756097561,Sand & patch reef,Back reef
24.48783,-77.71052,4.69512195121951,Sand & patch reef,Back reef
24.57685,-77.69005,4.08412069491009,Sand & patch reef,Back reef
24.57987,-77.69061,3.90124961901859,Sand & patch reef,Back reef
24.58126,-77.69078,2.56019506248095,Sand & patch reef,Back reef
24.58178,-77.69236,2.86498018896678,Sand & patch reef,Back reef
24.58279,-77.69424,2.8345016763182,Sand & patch reef,Back reef
24.57685,-77.69005,3.10880829015544,Sand & patch reef,Back reef
24.57987,-77.69061,3.50502895458702,Sand & patch reef,Back reef
24.58126,-77.69078,2.37732398658945,Sand & patch reef,Back reef
24.58178,-77.69236,2.98689423956111,Sand & patch reef,Back reef
24.58279,-77.69424,2.25540993599512,Sand & patch reef,Back reef
24.58178,-77.69236,2.5,Sand & patch reef,Back reef
24.57685,-77.69005,3.41359341664127,Sand & patch reef,Back reef
24.57987,-77.69061,2.40780249923804,Sand & patch reef,Back reef
24.58126,-77.69078,2.49923803718378,Sand & patch reef,Back reef
24.58279,-77.69424,2.34684547394087,Sand & patch reef,Back reef
24.58178,-77.69236,3.38,Sand & patch reef,Back reef
24.57685,-77.69005,2.41122314774222,Sand & patch reef,Back reef
24.57987,-77.69061,4.07715914072775,Sand & patch reef,Back reef
24.58126,-77.69078,3.02498903989478,Sand & patch reef,Back reef
24.57685,-77.69005,3.6,Sand & patch reef,Back reef
24.58279,-77.69424,3.1565103024989,Sand & patch reef,Back reef
24.58279,-77.69424,2.4,Sand & patch reef,Back reef
24.58178,-77.69236,1.8,Sand & patch reef,Back reef
24.57987,-77.69061,4.25252082419991,Sand & patch reef,Back reef
24.58178,-77.69236,2,Sand & patch reef,Back reef
24.58126,-77.69078,2.54274441034634,Sand & patch reef,Back reef
24.58279,-77.69424,3.06882946076282,Sand & patch reef,Back reef
24.57987,-77.69061,4.07715914072775,Sand & patch reef,Back reef
24.57685,-77.69005,3.1,Sand & patch reef,Back reef
24.58126,-77.69078,2.84962735642262,Sand & patch reef,Back reef
24.58178,-77.69236,3.11266988163086,Sand & patch reef,Back reef
24.54883,-77.63503,1100,Pelagic,Pelagic
24.4269,-77.70655,1.9,Sand & patch reef,Channel
24.43072,-77.70647,3.29167936604694,Sand & patch reef,Back reef
24.43178,-77.70591,3.87077110637001,Sand & patch reef,Back reef
24.43394,-77.70541,2.7,Sand & patch reef,Channel
24.43533,-77.70545,2.4687595245352,Sand & patch reef,Back reef
24.43072,-77.70647,3.41359341664127,Sand & patch reef,Back reef
24.4235,-77.70749,2.6,Sand & patch reef,Channel
24.43178,-77.70591,3.87077110637001,Sand & patch reef,Back reef
24.43072,-77.70647,3.6,Sand & patch reef,Channel
24.43394,-77.70541,2.40780249923804,Sand & patch reef,Back reef
24.43533,-77.70543,2,Sand & patch reef,Channel
24.43178,-77.70591,3.77933556842426,Sand & patch reef,Back reef
24.4269,-77.70655,2.95641572691253,Sand & patch reef,Back reef
24.43533,-77.70543,1.9,Sand & patch reef,Channel
24.43394,-77.70541,2.22493142334654,Sand & patch reef,Back reef
24.43072,-77.70647,3.26120085339835,Sand & patch reef,Back reef
24.42712,-77.76427,5.4,Seagrass & Silt,Blue Hole
24.42631,-77.76412,6.5,Seagrass & Silt,Blue Hole
24.42751,-77.76327,6.5,Seagrass & Silt,Blue Hole
24.42611,-77.76359,6.5,Seagrass & Silt,Blue Hole
24.42648,-77.76235,6.5,Seagrass & Silt,Blue Hole
24.42631,-77.76412,6.5,Seagrass & Silt,Blue Hole
24.42712,-77.76427,6.5,Seagrass & Silt,Blue Hole
24.42751,-77.76327,6.5,Seagrass & Silt,Blue Hole
24.42611,-77.76359,6.5,Seagrass & Silt,Blue Hole
24.42648,-77.76235,6.5,Seagrass & Silt,Blue Hole
24.42611,-77.76359,6.2,Seagrass & Silt,Blue Hole
24.42631,-77.76412,6.5,Seagrass & Silt,Blue Hole
24.42712,-77.76427,6.5,Seagrass & Silt,Blue Hole
24.42751,-77.76327,6.5,Seagrass & Silt,Blue Hole
24.42648,-77.76235,6.5,Seagrass & Silt,Blue Hole
24.42611,-77.76359,6.5,Seagrass & Silt,Blue Hole
24.42631,-77.76412,6.5,Seagrass & Silt,Blue Hole
24.42712,-77.76427,6.5,Seagrass & Silt,Blue Hole
24.42751,-77.76327,6.5,Seagrass & Silt,Blue Hole
24.42648,-77.76235,6.5,Seagrass & Silt,Blue Hole
24.42611,-77.76359,6.5,Seagrass & Silt,Blue Hole
24.42631,-77.76418,5.8,Seagrass & Silt,Blue Hole
24.42751,-77.76327,6.5,Seagrass & Silt,Blue Hole
24.42712,-77.76427,6.5,Seagrass & Silt,Blue Hole
24.42648,-77.76235,6.5,Seagrass & Silt,Blue Hole
24.42611,-77.76359,6.5,Seagrass & Silt,Blue Hole
24.42631,-77.76412,6.5,Seagrass & Silt,Blue Hole
24.42631,-77.76418,8.5,Seagrass & Silt,Blue Hole
24.42631,-77.76418,6,Seagrass & Silt,Blue Hole
24.42712,-77.76427,6.5,Seagrass & Silt,Blue Hole
24.42751,-77.76327,6.5,Seagrass & Silt,Blue Hole
24.42648,-77.76235,6.5,Seagrass & Silt,Blue Hole
24.42611,-77.76359,6.5,Seagrass & Silt,Blue Hole
24.42751,-77.76327,5.3,Seagrass & Silt,Blue Hole
24.42631,-77.76412,6.5,Seagrass & Silt,Blue Hole
24.42712,-77.76427,6.5,Seagrass & Silt,Blue Hole
24.42611,-77.76359,6.5,Seagrass & Silt,Blue Hole
24.42648,-77.76235,6.5,Seagrass & Silt,Blue Hole
24.42631,-77.76418,9,Seagrass & Silt,Blue Hole
24.42712,-77.76427,6.5,Seagrass & Silt,Blue Hole
24.42751,-77.76327,6.5,Seagrass & Silt,Blue Hole
24.42611,-77.76359,6.5,Seagrass & Silt,Blue Hole
24.42648,-77.76235,6.5,Seagrass & Silt,Blue Hole
24.42631,-77.76412,6.5,Seagrass & Silt,Blue Hole
24.42712,-77.76427,6.5,Seagrass & Silt,Blue Hole
24.42751,-77.76327,6.5,Seagrass & Silt,Blue Hole
24.42611,-77.76359,6.5,Seagrass & Silt,Blue Hole
24.42648,-77.76235,6.5,Seagrass & Silt,Blue Hole
24.42712,-77.76427,6.5,Seagrass & Silt,Blue Hole
24.42631,-77.76412,6.5,Seagrass & Silt,Blue Hole
24.42712,-77.76427,6.5,Seagrass & Silt,Blue Hole
24.42751,-77.76327,6.5,Seagrass & Silt,Blue Hole
24.42611,-77.76359,6.5,Seagrass & Silt,Blue Hole
24.42648,-77.76235,6.5,Seagrass & Silt,Blue Hole
24.42631,-77.76412,6.5,Seagrass & Silt,Blue Hole
24.42712,-77.76427,6.5,Seagrass & Silt,Blue Hole
24.42751,-77.76327,6.5,Seagrass & Silt,Blue Hole
24.42611,-77.76359,6.5,Seagrass & Silt,Blue Hole
24.42648,-77.76235,6.5,Seagrass & Silt,Blue Hole
24.42631,-77.76412,6.5,Seagrass & Silt,Blue Hole
24.488,-77.713,2.8,Seagrass,Flats
24.483,-77.711,3.3528,Seagrass,Flats
24.484,-77.712,3.41376,Seagrass,Flats
24.4845,-77.712,2.8956,Seagrass,Flats
24.486,-77.712,2.49936,Seagrass,Flats
24.486,-77.713,3.4,Seagrass,Flats
24.483,-77.711,2.98704,Seagrass,Flats
24.484,-77.712,4.08432,Seagrass,Flats
24.4845,-77.712,2.98704,Seagrass,Flats
24.486,-77.712,2.71272,Seagrass,Flats
24.486,-77.713,3.3528,Seagrass,Flats
24.488,-77.712,2.77368,Seagrass,Flats
24.484,-77.712,3.1,Seagrass,Flats
24.483,-77.711,3,Seagrass,Flats
24.484,-77.712,3.93192,Seagrass,Flats
24.486,-77.712,2.98704,Seagrass,Flats
24.486,-77.713,4.08432,Seagrass,Flats
24.488,-77.712,3.23088,Seagrass,Flats
24.483,-77.711,3.2004,Seagrass,Flats
24.484,-77.712,4.20624,Seagrass,Flats
24.486,-77.712,2.80416,Seagrass,Flats
24.486,-77.713,3.84048,Seagrass,Flats
24.488,-77.713,3.3,Seagrass,Flats
24.42612,-77.76385,2.68224,Seagrass & Silt,Blue Hole
24.4269,-77.76538,2.68224,Seagrass & Silt,Blue Hole
24.42686,-77.76476,2.68224,Seagrass & Silt,Blue Hole
24.42613,-77.76542,2.56032,Seagrass & Silt,Blue Hole
24.4263,-77.7651,2.71272,Seagrass & Silt,Blue Hole
24.42612,-77.76385,2.68224,Seagrass & Silt,Blue Hole
24.4269,-77.76538,2.68224,Seagrass & Silt,Blue Hole
24.42686,-77.76476,2.40792,Seagrass & Silt,Blue Hole
24.42613,-77.76542,2.49936,Seagrass & Silt,Blue Hole
24.4263,-77.7651,2.71272,Seagrass & Silt,Blue Hole
24.4263,-77.76583,2.8,Seagrass & Silt,Blue Hole
24.42612,-77.76385,2.68224,Seagrass & Silt,Blue Hole
24.4269,-77.76538,2.68224,Seagrass & Silt,Blue Hole
24.42686,-77.76476,2.40792,Seagrass & Silt,Blue Hole
24.42613,-77.76542,2.49936,Seagrass & Silt,Blue Hole
24.42612,-77.76385,3.10896,Seagrass & Silt,Blue Hole
24.42738,-77.764415,3.4,Seagrass & Silt,Blue Hole
24.42686,-77.76476,2.37744,Seagrass & Silt,Blue Hole
24.42613,-77.76542,2.49936,Seagrass & Silt,Blue Hole
24.4269,-77.76538,2.68224,Seagrass & Silt,Blue Hole
24.42738,-77.764415,3.8,Seagrass & Silt,Blue Hole
24.42612,-77.76385,3.10896,Seagrass & Silt,Blue Hole
24.4269,-77.76538,2.07264,Seagrass & Silt,Blue Hole
24.42686,-77.76476,2.77368,Seagrass & Silt,Blue Hole
24.42613,-77.76542,4.84632,Seagrass & Silt,Blue Hole
24.4263,-77.7651,3.38328,Seagrass & Silt,Blue Hole
24.48359,-77.71154,2.8,Seagrass,Flats
24.4859,-77.7154,3.048,Seagrass,Flats
24.48144,-77.71253,4.2672,Seagrass,Flats
24.48359,-77.71154,2.8,Seagrass,Flats
24.48744,-77.71165,2.80416,Seagrass,Flats
24.4859,-77.7154,3.048,Seagrass,Flats
24.48359,-77.712,3.32232,Seagrass,Flats
24.48144,-77.71253,4.2672,Seagrass,Flats
24.48744,-77.71165,2.80416,Seagrass,Flats
24.4859,-77.7154,3.048,Seagrass,Flats
24.48359,-77.712,3.32232,Seagrass,Flats
24.482,-77.71247,2.8956,Seagrass,Flats
24.48144,-77.71253,3.41376,Seagrass,Flats
24.48744,-77.71165,2.80416,Seagrass,Flats
24.4859,-77.7154,3.16992,Seagrass,Flats
24.48359,-77.712,3.23088,Seagrass,Flats
24.482,-77.71247,3.68808,Seagrass,Flats
24.48144,-77.71253,3.38328,Seagrass,Flats
24.5819,-77.69411,3.048,Sand,Back reef
24.58271,-77.69453,3.23088,Sand,Back reef
24.53329,-77.69438,3.74904,Sand,Back reef
24.58435,-77.69504,3.56616,Sand,Back reef
24.58527,-77.69571,2.95656,Sand,Back reef
24.5819,-77.69411,3.048,Sand,Back reef
24.58271,-77.69453,3.23088,Sand,Back reef
24.53329,-77.69438,3.32232,Sand,Back reef
24.58435,-77.69504,3.62712,Sand,Back reef
24.58527,-77.69571,2.95656,Sand,Back reef
24.5819,-77.69411,3.07848,Sand,Back reef
24.58271,-77.69453,2.71272,Sand,Back reef
24.53329,-77.69438,3.23088,Sand,Back reef
24.58397,-77.69487,2.8,Sand,Back reef
24.58527,-77.69571,2.77368,Sand,Back reef
24.5819,-77.69411,2.8956,Sand,Back reef
24.58271,-77.69453,3.2004,Sand,Back reef
24.53329,-77.69438,3.13944,Sand,Back reef
24.58435,-77.69504,2.86512,Sand,Back reef
24.58527,-77.69571,2.68224,Sand,Back reef
24.5819,-77.69411,2.8956,Sand,Back reef
24.58271,-77.69453,2.86512,Sand,Back reef
24.53329,-77.69438,2.95656,Sand,Back reef
24.58435,-77.69504,2.68224,Sand,Back reef
24.58527,-77.69571,2.71272,Sand,Back reef
24.58435,-77.69504,2.49936,Sand,Back reef
24.58527,-77.69571,2.37744,Sand,Back reef
24.585599,-77.69512,2.86512,Sand,Back reef
24.586684,-77.69418,3.84048,Sand,Back reef
24.5878,-77.694,3.38328,Sand,Back reef
24.58435,-77.69504,2.8956,Sand,Back reef
24.58527,-77.69571,2.95656,Sand,Back reef
24.58527,-77.69571,2.83464,Sand,Back reef
24.585599,-77.69512,3.53568,Sand,Back reef
24.586684,-77.69418,3.71856,Sand,Back reef
24.45389,-77.75333,1.524,Seagrass & Silt,Flats
24.45361,-77.75262,1.6764,Seagrass & Silt,Flats
24.45355,-77.75982,1.6764,Seagrass & Silt,Flats
24.45355,-77.75072,1.524,Seagrass & Silt,Flats
24.45337,-77.74982,1.524,Seagrass & Silt,Flats
24.45389,-77.75333,1.34112,Seagrass & Silt,Flats
24.45361,-77.75262,1.55448,Seagrass & Silt,Flats
24.45355,-77.75982,1.73736,Seagrass & Silt,Flats
24.45355,-77.75072,1.524,Seagrass & Silt,Flats
24.45337,-77.74982,1.46304,Seagrass & Silt,Flats
24.45389,-77.75333,1.43256,Seagrass & Silt,Flats
24.45361,-77.75262,1.43256,Seagrass & Silt,Flats
24.45355,-77.75982,1.34112,Seagrass & Silt,Flats
24.45355,-77.75072,1.28016,Seagrass & Silt,Flats
24.45337,-77.74982,1.24968,Seagrass & Silt,Flats
24.45389,-77.75333,1.24968,Seagrass & Silt,Flats
24.45361,-77.75262,1.49352,Seagrass & Silt,Flats
24.45355,-77.75982,1.24968,Seagrass & Silt,Flats
24.45355,-77.75072,1.15824,Seagrass & Silt,Flats
24.45337,-77.74982,1.0668,Seagrass & Silt,Flats
24.45389,-77.75333,1.2192,Seagrass & Silt,Flats
24.45361,-77.75262,1.31064,Seagrass & Silt,Flats
24.45355,-77.75982,1.00584,Seagrass & Silt,Flats
24.45355,-77.75072,1.0668,Seagrass & Silt,Flats
24.45337,-77.74982,1.12776,Seagrass & Silt,Flats
24.45337,-77.74982,1.1,Seagrass & Silt,Flats
24.45389,-77.75333,1.0668,Seagrass & Silt,Flats
24.45361,-77.75262,1.1,Seagrass & Silt,Flats
24.45355,-77.75982,0.97536,Seagrass & Silt,Flats
24.45355,-77.75072,1.0668,Seagrass & Silt,Flats
24.45389,-77.75333,1.09728,Seagrass & Silt,Flats
24.45361,-77.75262,0.94488,Seagrass & Silt,Flats
24.45355,-77.75982,1.09728,Seagrass & Silt,Flats
24.45355,-77.75072,1.09728,Seagrass & Silt,Flats
24.45337,-77.74982,0.94488,Seagrass & Silt,Flats
24.45355,-77.75072,1.09728,Seagrass & Silt,Flats
24.45337,-77.74982,1.1,Seagrass & Silt,Flats
24.45355,-77.75982,1.09728,Seagrass & Silt,Flats
24.45361,-77.75262,0.94488,Seagrass & Silt,Flats
24.45389,-77.75333,1.0668,Seagrass & Silt,Flats
24.54883,-77.63503,1100,Pelagic,Pelagic
24.54883,-77.63503,1100,Pelagic,Pelagic
24.54883,-77.63503,1100,Pelagic,Pelagic
24.54883,-77.63503,1100,Pelagic,Pelagic
24.54883,-77.63503,1100,Pelagic,Pelagic
